ID;TITULO;CUERPO;TEMA;FECHA PUBLICACION;URL;EDITORIAL;ETIQUETA;;
99;Demanda de Miguel Uribe al POT de Claudia López agita campaña al Senado;"El cabeza de lista al Senado por el Centro Democrático, Miguel Uribe Turbay, demandó el Plan de Ordanamiento Territorial (POT) de la alcaldesa Claudia López en Bogotá. El proceso busca que se declare la nulidad del POT asegurando que López no tenía competencia para expedirlo por decreto.
 Uribe Turbay, quien fue contrincante de la alcaldesa distrital en las elecciones locales de 2019, presentó la demanda ante la jurisdicción contencioso administrativa del circuito de Bogotá, citando que este es “ilegal, inconveniente e ilegítimo”.
 El argumento jurídico que detalla Uribe Turbay en esta demanda es que, bajo su óptica, la facultad que tenía la alcaldesa para expedir el decreto era válida siempre y cuando se agotara el término de 90 día calendario, contados desde que se radicó en el Concejo de Bogotá, el pasado 10 de septiembre de 2021.
 Esa fecha se cumplía el 8 de diciembre del año pasado, pero en el trámite de la iniciativa se presentaron 158 impedimentos y recusaciones contra los concejales, que tardaron 48 días en ser resueltas. En otros términos, la corporación solo utilizó 42 días para debatirlo.
 “La ley ordena suspender los términos del trámite durante la votación de estos impedimentos y acusaciones, lo cual demuestra que la alcaldesa no tenía competencia para expedir el POT tal y como lo hizo, porque todavía le restaba tiempo al debate en la corporación”, detalló el candidato al Senado Miguel Uribe Turbay.
 El debate sobre el POT de Bogotá lleva varias semanas en la discusión de la campaña para las elecciones legislativas y presidenciales de este 2022. En su momento, el exalcalde y candidato a la Casa de Nariño por Equipo por Colombia, Enrique Peñalosa, también había levantado cuestionamientos a la expedición del POT en Bogotá.
 Las fricciones entre Peñalosa, López y Uribe por el plan que detalla el ordenamiento de la capital colombiana a largo plazo datan, incluso, desde los tiempos de campaña para los comicios por la Alcaldía de 2019, pues en ese entonces se cuestionó la posibilidad de que el Peñalosa aprobara el POT por decreto.Claudia López no se ha pronunciado aún por la demanda de Miguel Uribe Turbay, pero en Twitter compartió el mensaje del concejal de la Alianza Verde Julián Rodríguez Sastoque, quien aprovechó la controversia para atacar al Centro Democrático.
 “Miguel Uribe demandó el POT. El nivel de mediocridad es tal que prefiere llevarse por delante a Bogotá. Que quede claro los intereses que defiende el uribismo: que la gente viva en cajas de fósforo, destruir en vez de conservar la Reserva TVDH, condenarnos a sólo Transmilenio”, escribió Rodríguez.";Senado;16/02/2022;https://www.elcolombiano.com/colombia/politica/uribe-demanda-pot-de-claudia-lopez-para-bogota-DL16590928;El colombiano;Verdadera;;
100;Centro Esperanza no aguanta un candidato más: ya hay fracturas;"La propuesta de Galán de tener tres precandidatos en vez de siete no prosperó, pero dejó abierta la posibilidad de su salida.
 La división no está del todo zanjada. La Coalición Centro Esperanza descartó la propuesta de Juan Manuel Galán de depurar de siete a tres la lista de precandidatos presidenciales para la consulta del 13 de marzo y confirmó que seguirá siendo la convergencia con más aspirantes a la fecha, por encima del Pacto Histórico (cinco) y el Equipo por Colombia (cinco).
 Aunque esta decisión se anunció de manera conjunta –como una estrategia de aparente unión– después de dos reuniones que sostuvo la colectividad entre el domingo y el lunes, la situación dejó en evidencia la fractura que hay en el equipo del denominado centro por cuenta de la abundancia de aspirantes, pues la cifra incluso puede aumentar y llegar a ocho precandidatos, ya que invitaron a Luis Gilberto Murillo a que se adhiera.
 Aunque el mismo Galán rescató que valora el proceso de construcción de un programa para un gobierno de coalición, lo cierto es que la negativa conjunta ante el malestar que él expresó por el número de aspirantes podría abrirle la puerta a que considere tener una candidatura presidencial en solitario, pues tiene el aval de su propio partido, el Nuevo Liberalismo, e incluso tiene su propia lista al Senado fuera de la Coalición Centro Esperanza.
 Reducción de la lista no caló
 La entrada al ruedo presidencial de Ingrid Betancourt, la semana pasada, generó dudas en Galán por la amplia competencia que habrá dentro de la coalición de centro. Tal fue su descontento que evitó pronunciarse hasta el pasado viernes cuando pidió que se considerara la reducción de precandidatos de siete a tres.
 Este malestar se tradujo en fisuras internas que reconoció Humberto de la Calle, cabeza de lista al Senado de la convergencia, quien advirtió que podría dar un paso al costado el pasado sábado, cuando planteó que sin un equipo sólido su “presencia en la lista de Senado carecería de sentido”.
 Por su parte Betancourt le dijo a EL COLOMBIANO que no veía razones para una división debido a que, desde su punto de vista, el hecho de tener más personas “significa más democracia”, pero esa idea no le sonó tanto al aspirante del Nuevo Liberalismo.
 Fue tal el malestar que generó el reclamo de Galán que por esa razón Luis Gilberto Murillo anunció que su aspiración presidencial por el partido Colombia Renaciente será por fuera de la Coalición Centro Esperanza. “Lo que necesitamos es que haya inclusión porque la exclusión conduce al fracaso”, criticó Murillo.
 Ante este panorama, la convergencia hizo dos reuniones este domingo y lunes, en las que discutieron la propuesta de Galán, pero esta no prosperó por falta de apoyo de los demás aspirantes, por lo que Galán tendrá que competir con otros seis (o siete si Murillo acepta entrar) aspirantes para la consulta del 13 de marzo, si quiere seguir en las filas de la convergencia.
 Las otras cartas de Galán
 Aunque el aspirante del Nuevo Liberalismo aseguró que su partido sigue “comprometido con el debate, consenso y unidad de la coalición”, la realidad es que el rechazó a sus críticas le abre un posible escenario que implicaría el principal riesgo político: quedarse solo.
 Ante esta falta de respaldo que implicará la amplia competencia que quería evitar, Galán podría considerar la posibilidad de salir de la convergencia, ya que tiene aval para ser candidato presidencial y estar en el tarjetón el 29 de mayo, sin necesidad de ir a consulta.
 Esta no es la primera vez que Galán provoca asperezas dentro de la coalición de centro ya que lo había hecho antes al tener su propia lista al Senado (ver Antecedentes). Ahora tiene como plazo el 11 de febrero para decidir si toma el riesgo de irse en solitario –con el respaldo de sus candidatos a Congreso– o si compite en la consulta de marzo";Partidos politicos;25/01/2022;https://www.elcolombiano.com/colombia/numero-de-candidatos-presidenciales-provoca-pelea-en-la-coalicion-de-la-esperanza-IB16420329;El colombiano;Verdadera;;
101;Petro dice que en su gobierno “no hay cabida a las expropiaciones”;"El candidato del Pacto Histórico y uno de los favoritos en las encuestas para las elecciones presidenciales de este 2022, Gustavo Petro, aseguró que en su eventual gobierno no habría cabida a las expropiaciones.
 La declaración de Petro se dio en el marco de uno de sus tantos eventos multitudinarios que se llevó a cabo en Caldono, Cauca, en e que pidió el voto de las comunidades indígenas de la zona para tener una administración, según él, más incluyente.
 “El sendero que proponemos no habla de expropiaciones, sino de inclusiones. Que no habla de improductividad, sino de productividad como base de la riqueza. El trabajo como padre y la naturaleza como madre de la verdadera riqueza de la sociedad”, expresó el candidato en el mitin político que tuvo lugar este sábado 22 de enero.
 Esa declaración se da en un contexto de campaña en el que lo han comparado con otros líderes de la izquierda latinoamericana que durante sus gobiernos encabezaron políticas públicas cuestionadas por los inversionistas y las empresas.
 La declaración de Petro ya comenzó a generar comentarios de otros aspirantes a la Presidencia. Desde Equipo por Colombia, el exalcalde de Medellín, Federico Gutiérrez, escribió en redes: “Yo nunca tendría que explicar que no expropiaría”.
 Gustavo Petro traza un panorama económico de contrastes. En su discurso ha considerado que el Gobierno pueda imprimir más billetes, supuestamente para enfrentar los problemas económicos de Colombia, pero esa es una determinación que, a juicio de los economistas, puede subir la inflación.
 Petro ha planteado dejar de explotar petróleo, uno de los rubros más importantes de la economía nacional. Él asegura que reemplazaría el crudo con 12 millones de turistas y agricultura, lo que significa traer cada año al territorio nacional el equivalente a una cuarta parte de la población.
 Justamente, dentro del Pacto Histórico esta y otras voces como la de la candidata Francia Márquez hablan de un cambio en el modelo económico en el que el primer renglón de la economía no sea el extractivismo, si no la soberanía alimentaria.
 Asimismo, el candidato de izquierda –quien va por su tercer intento de llegar a la Casa de Nariño– ha propuesto aplicar aranceles a ciertas importaciones e incrementar los impuestos solo a las 4.000 personas más ricas de Colombia para subir el recaudo público en $40 billones.
 “Vamos a cambiar las leyes, como la que privatiza los servicios públicos o no permite fortalecer la financiación de una educación pública de calidad, gratuita y con enfoque diferencial en la diversidad cultura de Colombia”, prometió Gustavo Petro en su discurso ante las comunidades indígenas del Cauca.";Elecciones;22/01/2022;https://www.elcolombiano.com/colombia/politica/gustavo-petro-dice-que-no-hara-expropiaciones-en-su-gobierno-LD16408762;El colombiano;Verdadera;;
102;"Miedo en Tadó, Chocó, por presunto paro armado del Eln; pueblo, confinado";"Luego de que circulara un comunicado del Eln anunciando el inicio de un paro armado en todo el territorio nacional, las calles del municipio permanecen vacías.
 Esto, a pesar de que el Ministerio de Defensa indicara que el llamado al paro y el texto no serían veraces por tratase de una aparente copia de un panfleto que habría circulado hace 2 años en Antioquia.
 “Acá el transporte está paralizado, la gente acá tiene temor”, le dijo Déiner Mosquera Moreno, secretario de Planeación municipal, a Consonante.org .
 Por las calles del casco urbano de Tadó solo circulan algunos vehículos particulares. Desde este lunes no funciona el transporte público y está detenido el tránsito de vehículos pesados.
 Las empresas de transportes Flota Occidental y Flota Arauca no están despachando buses hacia otros municipios.
 “Frente a estos anuncios, uno mismo se debe cuidar porque hasta la Policía necesita que la cuiden”, dijo una mujer que prefirió no dar su nombre.
 Según Nadia Rivas, teniente de Policía en Tadó, hasta el momento no se han presentado alteraciones al orden público en el municipio.
 De acuerdo con el panfleto, el paro armado comenzaba a las 6 de la mañana de este lunes 14 de febrero e iría hasta las 6 de la mañana del jueves 17 de febrero, y la población debía quedarse en sus casa y abstenerse de utilizar transportes.";Elecciones;15/02/2022;https://www.pulzo.com/nacion/miedo-habitantes-tado-choco-presunto-paro-armado-eln-PP1203644;Pulzo;Falso;;
103;Panfleto del ELN que anuncia paro armado es falso: MinDefensa;"Desde este sábado, 12 de febrero, empezó a circular un comunicado con los logos del Ejército de Liberación Nacional (ELN), en el que anuncian un supuesto paro armado en todo el país.
 Según informa el panfleto, el hecho se llevaría acabo a partir de este lunes 14 de febrero a las 6 de la mañana, e iría hasta el 17 de febrero. Por medio del escrito, que se cree empezó a circular en la ciudad de Santa Marta, la agrupación al margen de la ley ordena la no movilización de la población civil por las rutas de transporte terrestre, fluvial y aéreo durante las 72 horas que duraría el paro armado.
 “Decretamos paro armado en todo el territorio nacional durante 72 horas, el cual inicia el 14 de febrero a las 6:00 a.m. y culmina el 17 a la misma hora. Informamos con anterioridad para que la población permanezca en sus viviendas y sitios de trabajo como fincas, talleres u otros espacios laborales, pero que no tengan que ver con el transporte terrestre, fluvial y aéreo. Durante el paro armado se respetará el derecho a transportar por las vías a los enfermos que ameriten tratamiento hospitalario, así como también el movimiento de familiares para atender asuntos fúnebres”, manifiesta el supuesto comunicado atribuido a esa guerrilla.
 Además, supuestamente se le advirtió a los vehículos de carga que se transportan por las vías terrestres del país los riesgos que conllevaría no acogerse a la medida impuesta por la guerrilla. “Ni el gobierno ni los dueños de la carga les van a responder por la pérdida de su vehículo o lancha”. Y también, le solicitaron a la población civil que fuera prudente durante estos tres días y que se mantuvieran resguardados en sus casas con el fin de evitar “lamentar las consecuencias (...) Llamamos a la población civil a no dejarse engañar y amedrentar del gobierno y sus fuerzas armadas, sean del Ejército o la Policía, con las caravanas de protección con militares, pues civil que vaya en una caravana con militares y quede en medio del combate en sitios de control o emboscadas del ELN contra militares, es de su responsabilidad, pues se está dejando utilizar para sabotear el paro”, se puede leer en la supuesta misiva.
 SEMANA confirmó con la oficina de prensa del Ministerio de Defensa sobre la veracidad del documento. La cartera aclaró que el comunicado es una copia de un panfleto del 2020 en Antioquia y lo que hicieron fue cambiarle la fecha. La entidad recalcó que la declaración no se encuentra en ninguna página o grupo del ELN.
 Es importante mencionar que el comunicado no ha sido difundido en ninguno de los perfiles oficiales del grupo al margen de la ley.
 “Disidencias y ELN quieren desestabilizar en época preelectoral”
 El presidente de la República, Iván Duque, endureció su discurso en contra de las organizaciones armadas al margen de la ley que están sembrando terror en la población con escaladas terroristas, al advertir que sus integrantes “van a pagar caro los ataques a la población colombiana”.
 Frente al atentado terrorista que se registró el miércoles de esta semana en el Batallón 21 Vargas, en Granada, departamento del Meta, que dejó como saldo dos personas muertas y cinco más heridas, Duque indicó que no permitirá que las disidencias de las Farc y la guerrilla del ELN causen temor en la población civil en la época electoral en Colombia.
 “Este ataque cobarde que vimos también en una acción terrorista, una vez más con el propósito que tienen las disidencias de las Farc y la guerrilla del ELN de tratar de desestabilizar en época preelectoral, claramente estamos viendo que hay algunos interesados en combinar todas las formas de lucha para tratar de incidir en el proceso electoral de Colombia”, sostuvo el mandatario.";Elecciones;13/02/2022;https://www.semana.com/nacion/articulo/panfleto-del-eln-en-el-que-anunciaba-paro-armado-es-falso-mindefensa/202253/;Semana;Verdadera;;
104;Petro acusó a Andrés Pastrana de ser aliado del expresidente de Honduras, pedido en extradición por narcotráfico;"Sigue el cruce de ataques entre el expresidente y las cabezas visibles del Pacto Histórico. Ahora, el puntero de las encuestas replica los señalamientos.
 El expresidente Andrés Pastrana es firme en su respaldo a David Barguil, candidato oficial del Partido Conservador y competidor por la candidatura única en el Equipo por Colombia. Considera que el senador está “revitalizando” la colectividad con la que él llegó al poder en 1998 y las publicaciones en sus redes sociales casi siempre atacan a Gustavo Petro, líder en la intención de voto según varias encuestas.
 Desde hace algunos días, Pastrana acusa a Petro de generar dudas en torno a la transparencia de las próximas elecciones por su cercanía con la compañía Indra, dueña del software que se utilizará en la contienda. Más recientemente, comenzaron los trinos que lo asocian con el narcotráfico.
 “Petro: me hice a pesar de que su jefe Pablo Escobar me secuestró y luego sus amigos del narcotráfico me robaron las elecciones y tuve que reelegirme”, publicó a principios de febrero.
 Luego, los ataques continuaron contra Iván Cepeda, senador y candidato a la misma corporación por la lista cerrada del Pacto Histórico. “Iván Cepeda, jinete del caballo de Troya del narcotráfico”, aseveró.
 Este jueves en la mañana, el expresidente volvió a trinar contra Petro en la misma línea de sus ataques contra el senador del Polo Democrático.
 “El caballo de Troya del narcotráfico en las elecciones en Colombia es Gustavo Petro. Su jinete es Iván Cepeda”, señaló.
 Esta vez, el candidato a la Presidencia le respondió acusándolo de calumniarlo y prometiendo hacer más por el narcotráfico de lo que el conservador hizo en su Presidencia.
 “Amigo Pastrana, ya le dijeron que el caballo de Troya no tiene jinete. Y deje de calumniar. El extremismo que usted representa bien podría proponer cosas al país en vez de calumniar a su contradictor. El narcotráfico retrocederá en mi gobierno mientras usted lo hizo avanzar”, trinó. Pero ahí no terminó su respuesta al expresidente.
 Posteriormente, Petro publicó una fotografía de Álvaro Uribe Vélez junto a Juan Orlando Hernández, presidente de Honduras. La reunión se sostuvo en 2017 y ambos líderes se tomaban de la mano con sonrisas en sus rostros. El detalle es que el ahora exmandatario del país centroamericano es pedido en extradición por Estados Unidos en medio de su responsabilidad en el delito de narcotráfico.
 “Los aliados de Andrés Pastrana: uno de estos dos expresidentes ya fue extraditado por narcotráfico”, aseveró Petro.
 Mientras sí es cercano a Uribe, Pastrana nunca ha sido asociado con Hernández, quien pertenecía al Partido Nacional de Honduras, de ala conservadora. En su fuerte oposición a la izquierda extrema latinoamericana, por otro lado, el expresidente sí se pronunció sobre la entonces candidata Xiomara Castro, quien ahora es mandataria del país centroamericano.
 “El Foro de Sao Paulo busca apoderarse de Honduras a través de su candidata, Xiomara Castro, para hacer de ese país otra Venezuela. Los demócratas de América debemos estar alertas”, aseveró, el 16 de noviembre de 2021.
 En esas elecciones, sin embargo, Pastrana sí envió un guiño hacia Nasry Asfura, del oficialismo. Pertenece al Partido Nacional de Honduras, tal como Hernández.
 “La mayoría de encuestas de boca de urna dan como ganador al candidato Nasry Asfura. Pronto se darán a conocer los resultados oficiales. Felicitaciones al pueblo hondureño por acudir masivamente y en paz a las urnas para defender su democracia”, publicó en su momento.
 Aún no hay respuesta de Pastrana frente a las acusaciones de Petro, pero lo que sí se sabe es que el expresidente no guarda sus reparos frente al puntero de las encuestas. Especialmente, en torno a sus reuniones con la empresa Indra en territorio español. Entre las que causan más suspicacia se destaca el encuentro con Pedro Sánchez, que, al ser una compañía mixta, tendría cierta autoridad sobre las decisiones de la misma.
 Aún no hay respuesta de Pastrana frente a las acusaciones de Petro, pero lo que sí se sabe es que el expresidente no guarda sus reparos frente al puntero de las encuestas. Especialmente, en torno a sus reuniones con la empresa Indra en territorio español. Entre las que causan más suspicacia se destaca el encuentro con Pedro Sánchez, que, al ser una compañía mixta, tendría cierta autoridad sobre las decisiones de la misma.";Elecciones;17/02/2022;https://www.semana.com/nacion/articulo/petro-acuso-a-andres-pastrana-de-ser-aliado-del-expresidente-de-honduras-pedido-en-extradicion-por-narcotrafico/202258/;Semana;Verdadera;;
105;La Alcaldía de Claudia López realizará 48 mediciones de análisis y seguimiento de la opinión pública;"Esto puede explicar el comportamiento errático de la alcaldesa, quien parece guiar su gobierno al vaivén de las encuestas.
 En respuesta a un derecho de petición de SEMANA para entender más sobre el derroche en pauta y comunicaciones de la Alcaldía de Claudia López, el cual no fue respondido de manera clara, hay unos datos que llaman la atención. La Administración realizará 48 mediciones de análisis y seguimiento de la opinión pública, información de medios de comunicación y redes sociales, en torno a la gestión distrital. Aunque en un primer momento este medio informó que serían 48 mediciones mensuales, la propia Alcaldía aclaró que serán 48 a lo largo de los cuatro años, es decir, una mensual.
 Esto puede explicar el comportamiento errático de la alcaldesa, quien parece guiar su gobierno al vaivén de las encuestas. Un ejemplo es su propuesta xenófoba de crear un cuestionado comando dedicado a perseguir a los inmigrantes venezolanos bajo el falso argumento de que tienen disparada la inseguridad en la ciudad. Dicho comando ya fue desautorizado por el Gobierno nacional y fue criticado por todos los sectores, incluyendo aliados de la alcaldesa, como Sergio Fajardo, y la Comisión Interamericana de Derechos Humanos.
 Bogotá necesita liderazgo, no a una alcaldesa perpetuamente en campaña para ver cómo se anota puntos políticos. SEMANA reveló recientemente que la mandataria tiene a 100 funcionarios en su equipo de comunicaciones. Lo claro es que sin resultados, cortinas de humo a punta de pauta y estrategias de comunicación no va a mejorar la seguridad ni el desempleo, ni se le pondrá fin al caos en el que está sumida la capital del país.";Alcaldía;19/08/2021;https://www.semana.com/nacion/articulo/la-alcaldia-de-claudia-lopez-realizara-48-mediciones-de-analisis-y-seguimiento-de-la-opinion-publica/202154/;Semana;Falso;;
106;Revelan la millonada que pagó Claudia López por salir en la portada de ‘El Espectador’;"La izquierdista Claudia López pagó $ 25.000.000 para salir en la portada del 12 de julio de 2020 del periódico ‘El Espectador’.
 Mientras que los ciudadanos siguen pasando hambre, ella derrocha los impuestos de los bogotanos para alimentar su ego.";Alcaldía;25/09/2021;https://oiganoticias.com/2020/09/25/revelan-la-millonada-que-pago-claudia-lopez-por-salir-en-la-portada-de-el-espectador/;Oiga colombia;Falso;;
107;Denuncian que Bogotá ha pagado los ventiladores más costosos para atención a COVID-19;"Al realizar una comparación con otras ciudades, se evidenció que el valor unitario pagado por la capital fue de $108 millones por cada uno de los 70 ventiladores que ha adquirido, mientras que Barranquilla, por ejemplo, compró cada uno a $80 millones.
 En medio de un debate en el Concejo sobre el estado del sistema de salud en Bogotá, el concejal Rubén Torrado (Partido de la U) denunció que la capital ha sido la ciudad ha pagado los ventiladores más costosos para la atención de pacientes con COVID-19 en las UCI, tras un estudio comparativo con otras zonas de Colombia.
 El cabildante comparó precios de compra, poniendo como ejemplos la Gobernación de Antioquia, que pagó cada ventilador en $99 millones; la Gobernación del Valle en $98.6; la de Cundinamarca en casi $88 millones; la de Casanare en $86.4; la Alcaldía de Barranquilla en $80 millones; la Gobernación del Huila en $78.5; la Gobernación de Córdoba en $78.4, y la de Caldas en $75 millones, mientras que la Alcaldía de Bogotá compró cada uno en $108 millones.
 “Bogotá es la entidad territorial que más pagó por cada uno de los ventiladores. Al principio pensamos que esto se debía a la cantidad de ventiladores que se había adquirido. Sin embargo, vemos que Barranquilla únicamente adquirió 27 ventiladores y compró cada uno a $80 millones, $ 28 millones menos que el valor unitario pagado por Bogotá por cada uno de los 70 que ha adquirido”, explicó el concejal.
 Además, cuestionó que el Distrito esperó hasta el jueves 4 de junio, más de dos meses después de iniciada la cuarentena, para adquirir los ventiladores, en comparación con Casanare, Antioquia y Barranquilla que lo hicieron desde los primeros días de abril. También, criticó los pocos ventiladores comprados por la administración frente a los adquiridos por otros departamentos y ciudades de Colombia durante la emergencia sanitaria.
 “Otras entidades territoriales como las gobernaciones de Valle, Cundinamarca, Antioquia, Huila y Córdoba, quienes adquirieron 300, 135, 100, 100 y 90 ventiladores respectivamente, no sacaron la misma excusa de Bogotá de que la escasez de los ventiladores en el mercado internacional hacía casi imposible su adquisición”, agregó.
 Frente a este panorama, Torrado solicitó al secretario de Salud aclarar si Bogotá cuenta con los equipos biomédicos complementarios para el funcionamiento de las 305 nuevas UCI que se pretenden poner en funcionamiento con los ventiladores que ha entregado el Gobierno Nacional. Sin embargo, hasta el momento la Secretaría de Salud no ha dado declaraciones al respecto.";Alcaldía;15/07/2020;https://www.elespectador.com/bogota/denuncian-que-bogota-ha-pagado-los-ventiladores-mas-costosos-para-atencion-a-covid-19-article/;El espectador;Falso;;
108;Angélica Lozano legislando y su hermano contratando. Todo queda en familia;"La Representante a la Cámara por el Partido Verde, Angélica Lisbeth Lozano, pareja de la senadora Claudia Nayibe López y promotora de la oportunista y desdibujada Consulta Anticorrupción, tiene un evidente conflicto de intereses que no ha hecho manifiesto en ninguna de sus actuaciones en el Congreso de la República en el que ha participado en todo tipo de temas con voz, voto y dedo acusador.
 Su hermano, Óscar Julián Lozano Correa, es un suertudo contratista que de un momento a otro resultó metido en negocios con múltiples entidades del Estado a través de su microempresa familiar Kyros Muebles & Diseño.
 De acuerdo con el sistema de contratación pública, el hermano de la Congresista, ha obtenido 13 contratos por $1.304 millones en los últimos tres años, periodo en que el apoyo de Angélica Lozano y el Partido Verde en temas de paz y demás fue muy valioso para el gobierno y para las FARC.
 Kyros Muebles & Diseño tiene contratos por concepto de muebles, mobiliario y decoración con entidades como el Ejército Nacional, Impec, Invima, Dirección de Sanidad Militar, Policía Nacional, Alcaldía de Mosquera, Contraloría de Cundinamarca, Fuerza Aérea, Minhacienda, Comando General de las Fuerzas Militares, Instituto de urbanismo (IDU) y Gobernación de Boyacá.
 Em agosto de 2016 Óscar Julián Lozano modificó el alcance del objeto social de su empresa y en abril de 2017 ya se estaba ganando un contrato de $230millones para suministrar pasabocas a los reclusos a cargo del Instituto Nacional Penitenciario.
 Es de anotar que la empresa familiar le aportó al menos $2.5 millones reportados en su pasada campaña al Congreso de la República.
 La Ley Quinta que reglamenta el funcionamiento del congreso, en su artículo 286, exige que “todo congresista, cuando exista interés directo en la decisión porque le afecte de alguna manera, o a su cónyuge o compañero o compañera permanente, o a alguno de sus parientes dentro del cuarto grado de consanguinidad o segundo de afinidad o primero civil, o a su socio o socios de derecho o de hecho, deberá declararse impedido de participar en los debates o votaciones respectivas”.
 La congresista no solo no se ha declarado impedida sino que no responde por el acelerado crecimiento contractual de su hermano en entidades con las que tiene trato e influencia por su rol de congresista
 El Expediente intentó comunicarse con Angélica Lozano pero no respondió nuestros mensajes.
 No es la primera vez. Su compañera Claudia López, el otro faro contra la corrupción, fue condenada por la Contraloría; tiene un padrastro en la Fiscalía y a su hermano Daniel Prado Albarracín cómo contratista de la Alcaldía de Gustavo Petro. Mockus, contratista inhablitado y Angélica Lozano con negocios de su familia que se niega a explicar.";Corrupcion;12/07/2018;https://elexpediente.co/angelica-lozano-legislando-y-su-hermano-contratando-todo-queda-en-familia/;El expediente;Falso;;
109;El presidente Iván Duque anuncia política de protección para líderes sociales;"La estrategia, que será presentada a término de un mes, busca que los crímenes que se han cometido no queden impunes. El mandatario se reunió con la comunidad del Urabá en Apartadó, donde se promueve la campaña #LideraLaVida de Noticia Caracol. Duque se reunió también con líderes e instituciones, quienes denuncian amenazas y reclaman al estado protección.  El Parque de los Encuentros fue el lugar de esta reunión privada en la que estuvieron el Presidente, el Defensor del Pueblo, Carlos Alfonso Negret, y la vicefiscal, María Paulina Riveros. Además, el procurador general, Fernando Carrillo. La vicefiscal denunció quiénes pueden estar detrás de la persecución a líderes sociales. “Hemos advertido que se trata de un tema evidente de reclamación de tierras, y que confluyen en este caso varios factores y varios sujetos, por ejemplo, grupos armados organizados como el Clan de Golfo, por ejemplo empresarios que se niegan a la devolución de tierras a sus legítimos propietarios”, dijo. El Procurador anunció que el Gobierno Nacional protegerá a los líderes sociales. “Por eso yo creo que es un día muy importante, que tienen que marcar una pauta, que tienen que romper en dos la historia de todo este derrame, de toda esta sangría en la que se han visto comprometidos los líderes sociales, los defensores de derechos humanos”, dijo Carrillo. Más de 300 líderes hacen presencia en la Segunda Mesa por la Vida que se realiza en el país, y la primera que se realiza en la región de Urabá; líderes que reclaman sus tierras.";;;https://www.defensoria.gov.co/es/nube/enlosmedios/7475/El-presidente-Iv%C3%A1n-Duque-anuncia-pol%C3%ADtica-de-protecci%C3%B3n-para-l%C3%ADderes-sociales.htm;Defensoria;Falso;Corpus;
110;Corte tumbó ley que bajaba los aportes en salud para los pensionados;"La Sala Plena de la Corte Constitucional tumbó el proyecto de ley que pretendía bajar los aportes en salud de los pensionados del 12 % al 4 %. 
 Los magistrados avalaron los argumentos del Gobierno, el cual había presentado objeciones a la ley aprobada por el Congreso, el cual estableció una exención tributaria sin el aval gubernamental, algo que es inconstitucional.
 La aprobación de dicha ley causó un enfrentamiento entre el Legislativo y el Ejecutivo: el primero aprobó la ley a pesar de las reservas del Gobierno, este la devolvió argumentando que dicha iniciativa generaría un hueco fiscal, y el Congreso dejó la propuesta como estaba, con un resultado de 60 votos a favor, a pesar de que hubo propuestas para dejar la rebaja de la cotización solo para quienes devengaran pensiones inferiores a los cuatro salarios mínimos legales mensuales. Uno de los congresistas que defendió ante todo la conveniencia del proyecto fue el entonces presidente del Senado, Mauricio Lizcano, quien siempre manifestó que dicha iniciativa fue una promesa de campaña durante el proceso de reelección del presidente Juan Manuel Santos.
 Para el Gobierno no era clara la forma en la que se iban a sustituir los recursos que dejarían de aportar unos 4,4 millones de colombianos, con lo que el sistema dejaría de recibir unos 3,7 billones de pesos, entre 2017 y 2022.
 Para llegar a la decisión, la Corte le solicitó al Congreso que entregara las gacetas y las actas respectivas sobre el trámite del proyecto de ley y de la votación de las objeciones que presentó el Presidente de la República.
 Igualmente, el alto tribunal pidió que se pronunciaran al respecto los ministerios de Hacienda, Trabajo, Salud; al igual que el Departamento Nacional de Planeación (DNP), a la Academia Colombiana de Jurisprudencia, al Instituto de Derecho Tributario, a organizaciones sindicales y a Colpensiones, entre otros.
 Por su parte, en su momento un grupo de pensionados se movilizó desde el Planetario Distrital al Palacio de Justicia por considerar que las objeciones presidenciales no tenían fundamento.
 Para el Representante a la Cámara, Alirio Uribe Muñoz, autor del proyecto de ley, la Corte Constitucional debía darle “la razón a los más de 2 millones de pensionados que aspiran no seguir pagando con el salario mínimo actual la suma de 93.750 pesos, sino 31.250 pesos con la rebaja del 12 % al 4%”.
 Al respecto, el Senador Iván Cepeda manifestó que era un asunto de justicia y añadió que “no son trabajadores activos y tampoco empleadores, luego no hay razón para que paguen por los dos, y menos cuando cuatro de cada cinco pensionados reciben una pensión igual al salario mínimo”.";Politica;20/06/2018;https://www.eluniversal.com.co/colombia/corte-tumbo-ley-que-bajaba-los-aportes-en-salud-para-los-pensionados-281187-KBEU397269;El universal;Verdadera;Corpus;
